round,client,n_samples,throughput_mbps,latency_ms,node_trust,quality,behaviour,weight
31,30,627,85.405,5.968,1.0,0.8559,1.0,0.141074
31,50,1053,64.078,15.999,1.0,0.2395,1.0,0.039483
31,11,419,11.001,109.242,1.0,0.006,1.0,0.000993
31,3,6223,61.582,81.631,1.0,0.0451,1.0,0.007437
31,23,1917,14.265,80.142,1.0,0.0106,1.0,0.001755
31,35,162,80.734,84.92,1.0,0.0569,1.0,0.009372
31,17,1065,62.897,124.78,1.0,0.0301,1.0,0.004969
31,51,5069,98.694,83.761,1.0,0.0705,1.0,0.011615
31,12,5336,30.021,80.194,1.0,0.0224,1.0,0.00369
31,57,9280,55.543,86.938,1.0,0.0382,1.0,0.006298
31,14,3691,75.351,7.451,1.0,0.6048,1.0,0.099693
31,37,1650,92.764,15.385,1.0,0.3606,1.0,0.059437
31,4,3917,91.504,16.198,1.0,0.3379,1.0,0.055689
31,59,7626,94.918,57.116,1.0,0.0994,1.0,0.016382
31,27,6409,62.234,81.394,1.0,0.0457,1.0,0.007537
31,43,411,13.989,73.407,1.0,0.0114,1.0,0.001879
31,31,501,54.337,48.988,1.0,0.0663,1.0,0.010934
31,21,14585,60.407,148.878,1.0,0.0243,1.0,0.004
31,19,10209,43.694,116.931,1.0,0.0223,1.0,0.003684
31,55,5547,70.685,67.685,1.0,0.0625,1.0,0.010295
31,24,6918,93.136,105.459,1.0,0.0528,1.0,0.008706
31,18,359,39.186,8.936,1.0,0.2623,1.0,0.043227
31,36,4688,47.698,137.695,1.0,0.0207,1.0,0.003415
31,0,2831,79.656,68.637,1.0,0.0694,1.0,0.01144
31,29,6357,32.807,81.493,1.0,0.0241,1.0,0.003969
31,9,719,94.82,49.535,1.0,0.1145,1.0,0.01887
31,49,15709,35.477,136.986,1.0,0.0155,1.0,0.002553
31,6,6750,44.893,91.387,1.0,0.0294,1.0,0.004843
31,46,27440,28.562,106.962,1.0,0.016,1.0,0.002632
31,45,2776,61.368,118.613,1.0,0.0309,1.0,0.0051
31,8,5027,80.868,125.882,1.0,0.0384,1.0,0.006333
31,28,844,44.266,109.952,1.0,0.0241,1.0,0.003969
31,52,3590,31.57,119.36,1.0,0.0158,1.0,0.002607
31,5,786,76.762,114.282,1.0,0.0402,1.0,0.006621
31,7,2660,42.657,91.017,1.0,0.028,1.0,0.00462
31,32,5124,90.494,80.505,1.0,0.0672,1.0,0.011081
31,42,3793,75.889,135.53,1.0,0.0335,1.0,0.00552
31,15,5181,71.575,72.905,1.0,0.0587,1.0,0.009678
31,54,2365,75.625,111.414,1.0,0.0406,1.0,0.006691
31,22,361,94.914,80.884,1.0,0.0702,1.0,0.011568
31,38,600,76.284,7.671,1.0,0.5948,1.0,0.098035
31,26,547,53.593,128.007,1.0,0.025,1.0,0.004127
31,47,6528,61.82,116.641,1.0,0.0317,1.0,0.005225
31,33,1172,29.196,27.204,1.0,0.0642,1.0,0.01058
31,1,6781,68.707,11.347,1.0,0.3621,1.0,0.059688
31,48,5680,43.51,103.875,1.0,0.0251,1.0,0.004129
31,10,3060,65.419,88.263,1.0,0.0443,1.0,0.007306
31,2,5328,21.031,42.426,1.0,0.0296,1.0,0.004887
31,25,283,47.29,23.406,1.0,0.1208,1.0,0.019917
31,16,1228,37.811,132.576,1.0,0.0171,1.0,0.002812
31,34,10661,82.57,147.901,1.0,0.0334,1.0,0.005503
31,56,10214,94.929,128.443,1.0,0.0442,1.0,0.007286
31,20,720,64.839,113.427,1.0,0.0342,1.0,0.005635
31,40,500,99.787,128.944,1.0,0.0463,1.0,0.007629
31,13,291,84.903,131.244,1.0,0.0387,1.0,0.006377
31,39,9919,49.07,35.686,1.0,0.0822,1.0,0.013555
31,41,357,38.477,11.468,1.0,0.2007,1.0,0.033076
31,58,3983,85.148,91.5,1.0,0.0557,1.0,0.009174
31,53,2657,58.731,137.43,1.0,0.0256,1.0,0.004213
31,44,4599,65.392,30.426,1.0,0.1285,1.0,0.021186
32,56,10214,94.929,128.443,1.0,0.0442,1.0,0.007286
32,0,2831,79.656,68.637,1.0,0.0694,1.0,0.01144
32,26,547,53.593,128.007,1.0,0.025,1.0,0.004127
32,30,627,85.405,5.968,1.0,0.8559,1.0,0.141074
32,38,600,76.284,7.671,1.0,0.5948,1.0,0.098035
32,53,2657,58.731,137.43,1.0,0.0256,1.0,0.004213
32,12,5336,30.021,80.194,1.0,0.0224,1.0,0.00369
32,54,2365,75.625,111.414,1.0,0.0406,1.0,0.006691
32,3,6223,61.582,81.631,1.0,0.0451,1.0,0.007437
32,10,3060,65.419,88.263,1.0,0.0443,1.0,0.007306
32,59,7626,94.918,57.116,1.0,0.0994,1.0,0.016382
32,36,4688,47.698,137.695,1.0,0.0207,1.0,0.003415
32,1,6781,68.707,11.347,1.0,0.3621,1.0,0.059688
32,29,6357,32.807,81.493,1.0,0.0241,1.0,0.003969
32,17,1065,62.897,124.78,1.0,0.0301,1.0,0.004969
32,58,3983,85.148,91.5,1.0,0.0557,1.0,0.009174
32,9,719,94.82,49.535,1.0,0.1145,1.0,0.01887
32,46,27440,28.562,106.962,1.0,0.016,1.0,0.002632
32,32,5124,90.494,80.505,1.0,0.0672,1.0,0.011081
32,13,291,84.903,131.244,1.0,0.0387,1.0,0.006377
32,43,411,13.989,73.407,1.0,0.0114,1.0,0.001879
32,22,361,94.914,80.884,1.0,0.0702,1.0,0.011568
32,25,283,47.29,23.406,1.0,0.1208,1.0,0.019917
32,7,2660,42.657,91.017,1.0,0.028,1.0,0.00462
32,48,5680,43.51,103.875,1.0,0.0251,1.0,0.004129
32,24,6918,93.136,105.459,1.0,0.0528,1.0,0.008706
32,15,5181,71.575,72.905,1.0,0.0587,1.0,0.009678
32,41,357,38.477,11.468,1.0,0.2007,1.0,0.033076
32,20,720,64.839,113.427,1.0,0.0342,1.0,0.005635
32,16,1228,37.811,132.576,1.0,0.0171,1.0,0.002812
32,21,14585,60.407,148.878,1.0,0.0243,1.0,0.004
32,55,5547,70.685,67.685,1.0,0.0625,1.0,0.010295
32,27,6409,62.234,81.394,1.0,0.0457,1.0,0.007537
32,23,1917,14.265,80.142,1.0,0.0106,1.0,0.001755
32,2,5328,21.031,42.426,1.0,0.0296,1.0,0.004887
32,14,3691,75.351,7.451,1.0,0.6048,1.0,0.099693
32,8,5027,80.868,125.882,1.0,0.0384,1.0,0.006333
32,19,10209,43.694,116.931,1.0,0.0223,1.0,0.003684
32,35,162,80.734,84.92,1.0,0.0569,1.0,0.009372
32,44,4599,65.392,30.426,1.0,0.1285,1.0,0.021186
32,40,500,99.787,128.944,1.0,0.0463,1.0,0.007629
32,11,419,11.001,109.242,1.0,0.006,1.0,0.000993
32,31,501,54.337,48.988,1.0,0.0663,1.0,0.010934
32,42,3793,75.889,135.53,1.0,0.0335,1.0,0.00552
32,28,844,44.266,109.952,1.0,0.0241,1.0,0.003969
32,6,6750,44.893,91.387,1.0,0.0294,1.0,0.004843
32,5,786,76.762,114.282,1.0,0.0402,1.0,0.006621
32,47,6528,61.82,116.641,1.0,0.0317,1.0,0.005225
32,45,2776,61.368,118.613,1.0,0.0309,1.0,0.0051
32,49,15709,35.477,136.986,1.0,0.0155,1.0,0.002553
32,51,5069,98.694,83.761,1.0,0.0705,1.0,0.011615
32,18,359,39.186,8.936,1.0,0.2623,1.0,0.043227
32,57,9280,55.543,86.938,1.0,0.0382,1.0,0.006298
32,4,3917,91.504,16.198,1.0,0.3379,1.0,0.055689
32,33,1172,29.196,27.204,1.0,0.0642,1.0,0.01058
32,37,1650,92.764,15.385,1.0,0.3606,1.0,0.059437
32,39,9919,49.07,35.686,1.0,0.0822,1.0,0.013555
32,34,10661,82.57,147.901,1.0,0.0334,1.0,0.005503
32,50,1053,64.078,15.999,1.0,0.2395,1.0,0.039483
32,52,3590,31.57,119.36,1.0,0.0158,1.0,0.002607
33,48,5680,43.51,103.875,1.0,0.0251,1.0,0.004129
33,11,419,11.001,109.242,1.0,0.006,1.0,0.000993
33,56,10214,94.929,128.443,1.0,0.0442,1.0,0.007286
33,33,1172,29.196,27.204,1.0,0.0642,1.0,0.01058
33,43,411,13.989,73.407,1.0,0.0114,1.0,0.001879
33,24,6918,93.136,105.459,1.0,0.0528,1.0,0.008706
33,59,7626,94.918,57.116,1.0,0.0994,1.0,0.016382
33,12,5336,30.021,80.194,1.0,0.0224,1.0,0.00369
33,36,4688,47.698,137.695,1.0,0.0207,1.0,0.003415
33,35,162,80.734,84.92,1.0,0.0569,1.0,0.009372
33,13,291,84.903,131.244,1.0,0.0387,1.0,0.006377
33,10,3060,65.419,88.263,1.0,0.0443,1.0,0.007306
33,25,283,47.29,23.406,1.0,0.1208,1.0,0.019917
33,0,2831,79.656,68.637,1.0,0.0694,1.0,0.01144
33,38,600,76.284,7.671,1.0,0.5948,1.0,0.098035
33,31,501,54.337,48.988,1.0,0.0663,1.0,0.010934
33,1,6781,68.707,11.347,1.0,0.3621,1.0,0.059688
33,29,6357,32.807,81.493,1.0,0.0241,1.0,0.003969
33,21,14585,60.407,148.878,1.0,0.0243,1.0,0.004
33,32,5124,90.494,80.505,1.0,0.0672,1.0,0.011081
33,16,1228,37.811,132.576,1.0,0.0171,1.0,0.002812
33,37,1650,92.764,15.385,1.0,0.3606,1.0,0.059437
33,51,5069,98.694,83.761,1.0,0.0705,1.0,0.011615
33,27,6409,62.234,81.394,1.0,0.0457,1.0,0.007537
33,28,844,44.266,109.952,1.0,0.0241,1.0,0.003969
33,44,4599,65.392,30.426,1.0,0.1285,1.0,0.021186
33,17,1065,62.897,124.78,1.0,0.0301,1.0,0.004969
33,6,6750,44.893,91.387,1.0,0.0294,1.0,0.004843
33,49,15709,35.477,136.986,1.0,0.0155,1.0,0.002553
33,30,627,85.405,5.968,1.0,0.8559,1.0,0.141074
33,14,3691,75.351,7.451,1.0,0.6048,1.0,0.099693
33,34,10661,82.57,147.901,1.0,0.0334,1.0,0.005503
33,7,2660,42.657,91.017,1.0,0.028,1.0,0.00462
33,5,786,76.762,114.282,1.0,0.0402,1.0,0.006621
33,53,2657,58.731,137.43,1.0,0.0256,1.0,0.004213
33,39,9919,49.07,35.686,1.0,0.0822,1.0,0.013555
33,42,3793,75.889,135.53,1.0,0.0335,1.0,0.00552
33,18,359,39.186,8.936,1.0,0.2623,1.0,0.043227
33,52,3590,31.57,119.36,1.0,0.0158,1.0,0.002607
33,46,27440,28.562,106.962,1.0,0.016,1.0,0.002632
33,22,361,94.914,80.884,1.0,0.0702,1.0,0.011568
33,45,2776,61.368,118.613,1.0,0.0309,1.0,0.0051
33,57,9280,55.543,86.938,1.0,0.0382,1.0,0.006298
33,23,1917,14.265,80.142,1.0,0.0106,1.0,0.001755
33,55,5547,70.685,67.685,1.0,0.0625,1.0,0.010295
33,3,6223,61.582,81.631,1.0,0.0451,1.0,0.007437
33,26,547,53.593,128.007,1.0,0.025,1.0,0.004127
33,19,10209,43.694,116.931,1.0,0.0223,1.0,0.003684
33,8,5027,80.868,125.882,1.0,0.0384,1.0,0.006333
33,58,3983,85.148,91.5,1.0,0.0557,1.0,0.009174
33,2,5328,21.031,42.426,1.0,0.0296,1.0,0.004887
33,15,5181,71.575,72.905,1.0,0.0587,1.0,0.009678
33,40,500,99.787,128.944,1.0,0.0463,1.0,0.007629
33,50,1053,64.078,15.999,1.0,0.2395,1.0,0.039483
33,9,719,94.82,49.535,1.0,0.1145,1.0,0.01887
33,47,6528,61.82,116.641,1.0,0.0317,1.0,0.005225
33,4,3917,91.504,16.198,1.0,0.3379,1.0,0.055689
33,41,357,38.477,11.468,1.0,0.2007,1.0,0.033076
33,20,720,64.839,113.427,1.0,0.0342,1.0,0.005635
33,54,2365,75.625,111.414,1.0,0.0406,1.0,0.006691
34,51,5069,98.694,83.761,1.0,0.0705,1.0,0.011615
34,53,2657,58.731,137.43,1.0,0.0256,1.0,0.004213
34,17,1065,62.897,124.78,1.0,0.0301,1.0,0.004969
34,41,357,38.477,11.468,1.0,0.2007,1.0,0.033076
34,3,6223,61.582,81.631,1.0,0.0451,1.0,0.007437
34,27,6409,62.234,81.394,1.0,0.0457,1.0,0.007537
34,57,9280,55.543,86.938,1.0,0.0382,1.0,0.006298
34,40,500,99.787,128.944,1.0,0.0463,1.0,0.007629
34,38,600,76.284,7.671,1.0,0.5948,1.0,0.098035
34,16,1228,37.811,132.576,1.0,0.0171,1.0,0.002812
34,12,5336,30.021,80.194,1.0,0.0224,1.0,0.00369
34,28,844,44.266,109.952,1.0,0.0241,1.0,0.003969
34,21,14585,60.407,148.878,1.0,0.0243,1.0,0.004
34,31,501,54.337,48.988,1.0,0.0663,1.0,0.010934
34,48,5680,43.51,103.875,1.0,0.0251,1.0,0.004129
34,36,4688,47.698,137.695,1.0,0.0207,1.0,0.003415
34,18,359,39.186,8.936,1.0,0.2623,1.0,0.043227
34,25,283,47.29,23.406,1.0,0.1208,1.0,0.019917
34,2,5328,21.031,42.426,1.0,0.0296,1.0,0.004887
34,13,291,84.903,131.244,1.0,0.0387,1.0,0.006377
34,52,3590,31.57,119.36,1.0,0.0158,1.0,0.002607
34,14,3691,75.351,7.451,1.0,0.6048,1.0,0.099693
34,30,627,85.405,5.968,1.0,0.8559,1.0,0.141074
34,7,2660,42.657,91.017,1.0,0.028,1.0,0.00462
34,46,27440,28.562,106.962,1.0,0.016,1.0,0.002632
34,23,1917,14.265,80.142,1.0,0.0106,1.0,0.001755
34,8,5027,80.868,125.882,1.0,0.0384,1.0,0.006333
34,45,2776,61.368,118.613,1.0,0.0309,1.0,0.0051
34,37,1650,92.764,15.385,1.0,0.3606,1.0,0.059437
34,54,2365,75.625,111.414,1.0,0.0406,1.0,0.006691
34,39,9919,49.07,35.686,1.0,0.0822,1.0,0.013555
34,44,4599,65.392,30.426,1.0,0.1285,1.0,0.021186
34,58,3983,85.148,91.5,1.0,0.0557,1.0,0.009174
34,47,6528,61.82,116.641,1.0,0.0317,1.0,0.005225
34,9,719,94.82,49.535,1.0,0.1145,1.0,0.01887
34,11,419,11.001,109.242,1.0,0.006,1.0,0.000993
34,0,2831,79.656,68.637,1.0,0.0694,1.0,0.01144
34,4,3917,91.504,16.198,1.0,0.3379,1.0,0.055689
34,5,786,76.762,114.282,1.0,0.0402,1.0,0.006621
34,56,10214,94.929,128.443,1.0,0.0442,1.0,0.007286
34,34,10661,82.57,147.901,1.0,0.0334,1.0,0.005503
34,59,7626,94.918,57.116,1.0,0.0994,1.0,0.016382
34,43,411,13.989,73.407,1.0,0.0114,1.0,0.001879
34,49,15709,35.477,136.986,1.0,0.0155,1.0,0.002553
34,15,5181,71.575,72.905,1.0,0.0587,1.0,0.009678
34,32,5124,90.494,80.505,1.0,0.0672,1.0,0.011081
34,6,6750,44.893,91.387,1.0,0.0294,1.0,0.004843
34,35,162,80.734,84.92,1.0,0.0569,1.0,0.009372
34,20,720,64.839,113.427,1.0,0.0342,1.0,0.005635
34,33,1172,29.196,27.204,1.0,0.0642,1.0,0.01058
34,22,361,94.914,80.884,1.0,0.0702,1.0,0.011568
34,50,1053,64.078,15.999,1.0,0.2395,1.0,0.039483
34,10,3060,65.419,88.263,1.0,0.0443,1.0,0.007306
34,29,6357,32.807,81.493,1.0,0.0241,1.0,0.003969
34,26,547,53.593,128.007,1.0,0.025,1.0,0.004127
34,1,6781,68.707,11.347,1.0,0.3621,1.0,0.059688
34,42,3793,75.889,135.53,1.0,0.0335,1.0,0.00552
